inventor_id,name,country
fl:ja_ln:howland-1,James Howland,US
fl:ja_ln:hoying-4,James B. Hoying,US
fl:ja_ln:hu-15,Jake Hu,US
fl:ja_ln:hua-1,Jay Hua,CA
fl:ja_ln:huang-3,Jau-Jiun Huang,TW
fl:ja_ln:huang-48,Jason Haitao Huang,US
fl:ja_ln:hubbard-8,James L. Hubbard,US
fl:ja_ln:huber-14,Jan-Michael Huber,US
fl:ja_ln:hudson-19,James D. Hudson,US
fl:ja_ln:hudson-6,Jack John O. Hudson,US
fl:ja_ln:huffman-16,James D. Huffman,US
fl:ja_ln:huh-11,Jae Hyung Huh,KR
fl:ja_ln:hull-12,James Hull,US
fl:ja_ln:hull-8,James L. Hull,US
fl:ja_ln:humbert-1,James Sean Humbert,US
fl:ja_ln:huml-2,Jan M. Huml,US
fl:ja_ln:hundley-1,Jacob M. Hundley,US
fl:ja_ln:hung-11,Jason Hung,US
fl:ja_ln:hunkins-1,James D. Hunkins,CA
fl:ja_ln:hunskjr-1,Jan Hunskjær,DK
fl:ja_ln:hunt-17,James B. Hunt,US
fl:ja_ln:hur-32,Jae-Weon Hur,KR
fl:ja_ln:hurst-1,Janet B. Hurst,US
fl:ja_ln:husband-2,Jason Husband,US
fl:ja_ln:huss-1,James Francis Huss,US
fl:ja_ln:huth-1,James Joseph Huth,US
fl:ja_ln:huynh-1,James Huynh,US
fl:ja_ln:hwang-107,JaeChul Hwang,KR
fl:ja_ln:hwang-118,Jaeho Hwang,KR
fl:ja_ln:hwang-12,Jae Woong Hwang,KR
fl:ja_ln:hwang-31,Jae Hyoung Hwang,KR
fl:ja_ln:hwang-32,Jae-Hyun Hwang,KR
fl:ja_ln:hwang-8,Jang Yeon Hwang,KR
fl:ja_ln:hynecek-1,Jaroslav Hynecek,US
fl:ja_ln:hyun-16,Jae Hyub Hyun,KR
fl:ja_ln:hyun-19,Jae-ho Hyun,KR
fl:ja_ln:hyytiainen-1,Jari Juhani Hyytiäinen,FI
fl:ja_ln:ibanezguzman-1,Javier Ibanez-Guzman,FR
fl:ja_ln:ibon-2,James Ibon,US
fl:ja_ln:ihle-2,Jan Ihle,AT
fl:ja_ln:ihm-1,Jae Wook IHM,KR
fl:ja_ln:ihringer-1,Janick Ihringer,DE
fl:ja_ln:im-13,Jae Hyun IM,KR
fl:ja_ln:im-21,Jahyun Im,KR
fl:ja_ln:im-7,Jae Woo Im,KR
fl:ja_ln:ingalls-5,James Ingalls,US
fl:ja_ln:ingram-15,Jamie Lee Ingram,US
fl:ja_ln:iqbal-2,Javed Iqbal,IN
fl:ja_ln:isaacson-2,James D. Isaacson,US
fl:ja_ln:isokaanta-1,Jani Isokääntä,FI
fl:ja_ln:iyer-10,Jayaraman Iyer,US
fl:ja_ln:iyer-3,Jayasuryan Iyer,US
fl:ja_ln:izadian-2,Jamal Izadian,US
fl:ja_ln:jacaman-1,Jamil Jacaman,US
fl:ja_ln:jachnik-1,Jan Jachnik,GB
fl:ja_ln:jackson-30,James P. Jackson,US
fl:ja_ln:jackson-39,James Jackson,CA
fl:ja_ln:jackson-40,James Jackson,US
fl:ja_ln:jacobs-6,"James L. Jacobs, II",US
fl:ja_ln:jaderberg-1,Jan Jäderberg,SE
fl:ja_ln:jafarifar-1,Javad Jafarifar,US
fl:ja_ln:jaffari-1,Javid Jaffari,CA
fl:ja_ln:jain-3,Jayesh Jain,IN
fl:ja_ln:jain-4,Jayesh Rameshlal Jain,US
fl:ja_ln:jain-5,Jayant Jain,US
fl:ja_ln:jaklitsch-1,James J. Jaklitsch,US
fl:ja_ln:jalal-2,Jamshed Jalal,US
fl:ja_ln:jamison-3,James M. Jamison,US
fl:ja_ln:jan-1,Jane Alam Jan,US
fl:ja_ln:jandu-2,Jaswinder Jandu,US
fl:ja_ln:jang-103,Jae Hyuk Jang,KR
fl:ja_ln:jang-113,Jaehyuk Jang,KR
fl:ja_ln:jang-13,Jae-eun Jang,KR
fl:ja_ln:jang-17,Jaewan Jang,KR
fl:ja_ln:jang-18,Jae Woo Jang,KR
fl:ja_ln:jang-50,Jaeseung Jang,KR
fl:ja_ln:jang-75,Jaeran Jang,KR
fl:ja_ln:jang-98,Jae Hyung Jang,KR
fl:ja_ln:jannard-2,James H. Jannard,US
fl:ja_ln:jannink-1,Jan Jannink,US
fl:ja_ln:janssen-8,Jan Janssen,AU
fl:ja_ln:jarozynski-1,James Jarozynski,US
fl:ja_ln:jau-1,Jack Jau,US
fl:ja_ln:jawany-1,Jalal Jawany,US
fl:ja_ln:jaworski-3,Jason Michael Jaworski,US
fl:ja_ln:jehanno-1,Jacky Jehanno,FR
fl:ja_ln:jenkins-7,Jana H. Jenkins,US
fl:ja_ln:jensen-24,James W. Jensen,US
fl:ja_ln:jensen-64,Jan Martin Jensen,DK
fl:ja_ln:jensen-69,Jan Jensen,US
fl:ja_ln:jeon-13,Jae Woong Jeon,KR
fl:ja_ln:jeon-27,Jae-Gwan Jeon,KR
fl:ja_ln:jeon-34,Jaedeok Jeon,KR
fl:ja_ln:jeon-50,Jae-Han Jeon,KR
fl:ja_ln:jeon-51,Jae-Hwan Jeon,KR
fl:ja_ln:jeong-130,Jaehun Jeong,KR
fl:ja_ln:jeong-136,Jae-Young Jeong,KR
fl:ja_ln:jeong-158,Jayeon Jeong,KR
fl:ja_ln:jeong-161,Jae Youl Jeong,KR
fl:ja_ln:jeong-24,Jae Hak Jeong,KR
fl:ja_ln:jeong-6,Jae Woo Jeong,KR
fl:ja_ln:jeong-7,Jae Won Jeong,KR
fl:ja_ln:jeong-72,Jae Seung Jeong,KR
fl:ja_ln:jeong-95,Jaehyeong Jeong,KR
fl:ja_ln:jewell-6,Jack L. Jewell,US
fl:ja_ln:jin-38,JaeHyun Jin,KR
fl:ja_ln:jo-54,Jae Seok Jo,KR
fl:ja_ln:jo-56,Jae Sung Jo,KR
fl:ja_ln:johansson-15,Jan Johansson,SE
fl:ja_ln:john-10,Jaison C. John,US
fl:ja_ln:johncock-1,James Charles Johncock,US
fl:ja_ln:johnson-101,James G. Johnson,US
fl:ja_ln:johnson-133,Jason Paul Johnson,US
fl:ja_ln:johnson-134,Jason W. Johnson,US
fl:ja_ln:johnson-141,Jason Johnson,US
fl:ja_ln:johnson-16,Jamie L. Johnson,US
fl:ja_ln:johnson-22,Jay Wesley Johnson,US
fl:ja_ln:johnson-28,Jay J. Johnson,US
fl:ja_ln:johnson-3,Jarrod B. Johnson,US
fl:ja_ln:johnson-43,James A. Johnson,US
fl:ja_ln:jones-128,Jamey Jones,US
fl:ja_ln:jones-135,Jacqueline Jones,US
fl:ja_ln:jones-37,James R. Jones,US
fl:ja_ln:jong-4,James Jehong Jong,US
fl:ja_ln:joo-15,Jae-Seok JOO,KR
fl:ja_ln:joo-8,Jae Man Joo,KR
fl:ja_ln:jorasch-1,James A. Jorasch,US
fl:ja_ln:jordan-2,"Jackie O. Jordan, II",US
fl:ja_ln:jordan-27,James A. Jordan,US
fl:ja_ln:jordan-8,Jason Edward Jordan,US
fl:ja_ln:jorgensen-1,Jacob W. Jorgensen,US
fl:ja_ln:joshi-2,Jangam Deenaraj Joshi,US
fl:ja_ln:jousma-1,Jason Jousma,US
fl:ja_ln:joy-1,Jayesh Joy,US
fl:ja_ln:ju-1,Jau-Jiu Ju,TW
fl:ja_ln:ju-8,Jae Hyun Ju,KR
fl:ja_ln:judson-1,Jared Alden Judson,US
fl:ja_ln:julien-2,Jackaline D. Julien,US
fl:ja_ln:jung-106,Jaehwa Jung,KR
fl:ja_ln:jung-114,Jaehun Jung,KR
fl:ja_ln:jung-116,Jang Hyun Jung,KR
fl:ja_ln:jung-122,Ja Choon Jung,KR
fl:ja_ln:jung-173,Jae Sun JUNG,KR
fl:ja_ln:jung-19,Jae Hyuk Jung,KR
fl:ja_ln:jung-204,Jaekwon Jung,KR
fl:ja_ln:jung-24,Jae Hwan Jung,KR
fl:ja_ln:jung-31,Jae Hoon Jung,KR
fl:ja_ln:jung-64,Jaehoon Jung,KR
fl:ja_ln:jung-72,Jason Jung,US
fl:ja_ln:jurowicz-1,Jaroslaw Jurowicz,PL
fl:ja_ln:jury-1,Jason Charles Jury,US
fl:ja_ln:jury-2,James Jury,US
fl:ja_ln:jusko-1,Jan Jusko,CZ
fl:ja_ln:kacmar-1,James Kacmar,US
fl:ja_ln:kafka-2,James D. Kafka,US
fl:ja_ln:kahle-3,James A. Kahle,US
fl:ja_ln:kai-1,James Kai,US
fl:ja_ln:kaiser-13,"James Parker Kaiser, II",US
fl:ja_ln:kalis-1,Jan Kalis,US
fl:ja_ln:kaltenbach-1,Jarrod Kaltenbach,US
fl:ja_ln:kang-22,Jae Soon KANG,KR
fl:ja_ln:kang-31,Jae Bum Kang,KR
fl:ja_ln:kang-33,James W. Kang,US
fl:ja_ln:kang-51,Jae-Wook Kang,KR
fl:ja_ln:kang-53,Jaewoong Kang,KR
fl:ja_ln:kang-7,Jae-Eun Kang,KR
fl:ja_ln:kang-92,Jae-yong Kang,KR
fl:ja_ln:karan-1,Jai Karan,US
fl:ja_ln:kardas-2,Jason Christopher Kardas,US
fl:ja_ln:kariampally-1,Jacob Kariampally,US
fl:ja_ln:karkera-1,Jayaprakash Karkera,US
fl:ja_ln:karlsen-1,Jan Erik Karlsen,NO
fl:ja_ln:karonen-1,Janne Karonen,IR
fl:ja_ln:karp-2,James Karp,US
fl:ja_ln:karp-3,James M. Karp,US
fl:ja_ln:karppa-1,Jaani Kärppä,FI
fl:ja_ln:karppanen-1,Jari Juhani Karppanen,US
fl:ja_ln:kassian-1,James Kassian,US
fl:ja_ln:kassis-1,Jareer Nabeel Kassis,US
fl:ja_ln:kasza-1,Jamie Dennis Kasza,CA
fl:ja_ln:katz-5,Jacob Katz,CA
fl:ja_ln:kauphusman-1,James V. Kauphusman,US
fl:ja_ln:kauppila-1,Jarmo Kauppila,FI
fl:ja_ln:kavalieros-1,Jack T. Kavalieros,US
fl:ja_ln:kawa-1,Jamil Kawa,US
fl:ja_ln:keane-8,James Keane,US
fl:ja_ln:keast-1,Jason Charles Keast,US
fl:ja_ln:keats-1,Jason S. Keats,US
fl:ja_ln:kehler-1,Jan Kehler,DK
fl:ja_ln:kehren-1,Jason M. Kehren,US
fl:ja_ln:keiger-1,James K. Keiger,US
fl:ja_ln:keith-3,James A. Keith,US
fl:ja_ln:kela-2,Jarmo Kela,FI
fl:ja_ln:kell-1,James KELL,GB
fl:ja_ln:keller-10,James McNeel Keller,US
fl:ja_ln:kelley-18,James A. Kelley,US
fl:ja_ln:kelly-14,James V. Kelly,US
fl:ja_ln:kelly-18,James Kelly,US
fl:ja_ln:kelly-25,James Kelly,GB
fl:ja_ln:kelly-3,Jane X. Kelly,US
fl:ja_ln:kelso-1,Jamie Kelso,US
fl:ja_ln:kempf-6,James J. Kempf,US
fl:ja_ln:kendall-1,Jacob T. Kendall,US
fl:ja_ln:kendall-7,James W. Kendall,US
fl:ja_ln:kennedy-11,"James J. Kennedy, III",US
fl:ja_ln:kennedy-12,James K. Kennedy,US
fl:ja_ln:kennedy-9,Jacob J. Kennedy,US
fl:ja_ln:keogh-2,James R. Keogh,US
fl:ja_ln:kermode-1,James R. Kermode,US
fl:ja_ln:kerovuo-2,Janne S. Kerovuo,US
fl:ja_ln:kessler-4,Jack Kessler,US
fl:ja_ln:ketring-1,James Randall Ketring,US
fl:ja_ln:khan-5,Jawad B. Khan,US
fl:ja_ln:khanolkar-1,Jayant Eknath Khanolkar,GB
fl:ja_ln:khosa-1,Jasbir Khosa,AU
fl:ja_ln:khoury-4,James M. Khoury,US
fl:ja_ln:khurgin-1,Jacob Khurgin,US
fl:ja_ln:kidney-1,Jacob R. Kidney,US
fl:ja_ln:kiefer-3,"James Richard Kiefer, Jr.",US
fl:ja_ln:kieffer-2,Janel Marie Kieffer,US
fl:ja_ln:kiely-2,James Dillon Kiely,US
fl:ja_ln:killalaringwood-1,James Killala-Ringwood,GB
fl:ja_ln:killo-1,Jason C. Killo,US
fl:ja_ln:kilmer-1,Jared M. Kilmer,US
fl:ja_ln:kim-100,Jae-Yoel Kim,KR
fl:ja_ln:kim-109,Jae Gon Kim,KR
fl:ja_ln:kim-127,Jane T. Kim,US
fl:ja_ln:kim-141,Jae-Hun Kim,US
fl:ja_ln:kim-145,Jae-Hwa Kim,KR
fl:ja_ln:kim-146,Jae Hoon Kim,US
fl:ja_ln:kim-147,Jae-Hyun Kim,KR
fl:ja_ln:kim-148,Jae Hwan Kim,KR
fl:ja_ln:kim-149,Jae Hong Kim,KR
fl:ja_ln:kim-154,Jae-Ho Kim,KR
fl:ja_ln:kim-159,Jae Heung KIM,KR
fl:ja_ln:kim-181,Jang Hee Kim,KR
fl:ja_ln:kim-203,Jae Sik KIM,KR
fl:ja_ln:kim-237,Jae Jin Kim,KR
fl:ja_ln:kim-306,Jae Kyung Kim,KR
fl:ja_ln:kim-315,Jae Kwang Kim,KR
fl:ja_ln:kim-343,Jae Min Kim,KR
fl:ja_ln:kim-351,Jae Myoung Kim,KR
fl:ja_ln:kim-36,Jae-Chul Kim,KR
fl:ja_ln:kim-379,Jang Yeol KIM,KR
fl:ja_ln:kim-39,Jae-cheol KIM,KR
fl:ja_ln:kim-405,Jae Ik KIM,KR
fl:ja_ln:kim-406,Jae Il Kim,KR
fl:ja_ln:kim-408,Jae II Kim,KR
fl:ja_ln:kim-429,Jaeho Kim,KR
fl:ja_ln:kim-44,Jang Soon Kim,KR
fl:ja_ln:kim-463,Jang-Kyum Kim,KR
fl:ja_ln:kim-465,Jaemin Kim,KR
fl:ja_ln:kim-467,Jay-woo Kim,US
fl:ja_ln:kim-512,Jaesung Kim,KR
fl:ja_ln:kim-514,Jae Neung Kim,KR
fl:ja_ln:kim-540,Jaikwang Kim,CN
fl:ja_ln:kim-556,Jaecheol Kim,KR
fl:ja_ln:kim-577,Ja Ram Kim,KR
fl:ja_ln:kim-579,Jaeyoung Kim,US
fl:ja_ln:kim-580,Jaehoon Kim,KR
fl:ja_ln:kim-59,Jae-Woo Kim,KR
fl:ja_ln:kim-595,Jaehong Kim,KR
fl:ja_ln:kim-61,Jae-Won Kim,KR
fl:ja_ln:kim-610,Jaejoong Kim,KR
fl:ja_ln:kim-62,Jae Wan Kim,KR
fl:ja_ln:kim-658,Jaeyong Kim,KR
fl:ja_ln:kim-659,Jai-Dong Kim,KR
fl:ja_ln:kim-662,Jaehyung Kim,KR
fl:ja_ln:kim-663,Jaehyun Kim,KR
fl:ja_ln:kim-669,Jaichul Kim,KR
fl:ja_ln:kim-672,Jaeyeol Kim,KR
fl:ja_ln:kim-675,Jaechan Kim,KR
fl:ja_ln:kim-676,Jaeryong Kim,KR
fl:ja_ln:kim-79,Jae-Youl KIM,KR
fl:ja_ln:kim-88,Jae Yeon Kim,KR
fl:ja_ln:kim-92,Jae Kim,US
fl:ja_ln:king-18,James G. King,US
fl:ja_ln:king-26,James Elbert King,US
fl:ja_ln:king-53,Jason D. King,US
fl:ja_ln:king-6,Jackie E. King,US
fl:ja_ln:kinsella-1,James J. Kinsella,US
fl:ja_ln:kirkland-1,James L. Kirkland,US
fl:ja_ln:kirkland-12,Jason Kirkland,US
fl:ja_ln:kirsch-5,James M. Kirsch,US
fl:ja_ln:kirschner-1,James Caleb Kirschner,US
fl:ja_ln:kirsten-1,Jan Kirsten,DE
fl:ja_ln:kiszka-1,Jan Kiszka,DE
fl:ja_ln:kitchens-2,Jack C. Kitchens,US
fl:ja_ln:kitson-1,James Kitson,US
fl:ja_ln:kittleson-1,Jacob John Kittleson,US
fl:ja_ln:klaser-1,Jacob Klaser,US
fl:ja_ln:klein-20,Jason Klein,US
fl:ja_ln:klein-9,James W. Klein,US
fl:ja_ln:klejsa-1,Janusz Klejsa,SE
fl:ja_ln:kleyn-1,James F. Kleyn,US
fl:ja_ln:klubertanz-1,James A. Klubertanz,US
fl:ja_ln:knapmeyer-1,James Terry Knapmeyer,US
fl:ja_ln:knapp-2,James N. Knapp,US
fl:ja_ln:knebel-2,James Knebel,US
fl:ja_ln:knechel-1,Jared Knechel,US
fl:ja_ln:knibb-1,James R. Knibb,US
fl:ja_ln:knoulich-1,Jan Knoulich,CZ
fl:ja_ln:knutson-4,James A. Knutson,US
fl:ja_ln:ko-45,Jae-woo Ko,KR
fl:ja_ln:ko-78,Jae-Bum Ko,KR
fl:ja_ln:kochunni-1,Jaidev Oppath Kochunni,US
fl:ja_ln:kocsardi-1,Janosne Kocsardi,HU
fl:ja_ln:kodovsky-1,Jan Kodovsky,US
fl:ja_ln:kofoed-1,Jacob Kofoed,
fl:ja_ln:koh-2,Jae-Young Koh,KR
fl:ja_ln:koh-21,James Chun Koh,US
fl:ja_ln:koh-7,Jai-Hyun Koh,KR
fl:ja_ln:kohler-4,Jan-Phillip Köhler,DE
fl:ja_ln:kokas-1,Jay W. Kokas,US
fl:ja_ln:koller-1,Jason Richard Koller,US
fl:ja_ln:kong-3,Jackson Chung Peng Kong,MY
fl:ja_ln:kong-6,Jae Kyung Kong,KR
fl:ja_ln:koo-18,Jae-Bon Koo,KR
fl:ja_ln:koo-51,Jason Lap-Wing Koo,US
fl:ja_ln:koo-56,Ja Huem KOO,KR
fl:ja_ln:koo-57,Ja-Hyun Koo,KR
fl:ja_ln:koo-62,Ja Ho Koo,KR
fl:ja_ln:koo-88,Ja-ok Koo,KR
fl:ja_ln:koo-94,Ja-Eung Koo,KR
fl:ja_ln:kooiman-1,James Everett Kooiman,US
fl:ja_ln:kook-2,Jae Chang Kook,KR
fl:ja_ln:koonmen-1,James Patrick Koonmen,US
fl:ja_ln:koopman-2,Jacob Koopman,NL
fl:ja_ln:korosec-1,Jason Alexander Korosec,US
fl:ja_ln:korson-1,James J. Korson,US
fl:ja_ln:korst-2,Jan Korst,NL
fl:ja_ln:kosecki-1,James Kosecki,US
fl:ja_ln:koskela-3,Jarkko Koskela,FI
fl:ja_ln:koskela-4,Janne Koskela,FI
fl:ja_ln:kotas-1,Jan Kotas,US
fl:ja_ln:kotecha-1,Jayesh H. Kotecha,US
fl:ja_ln:kotes-1,Jarrod Kotes,US
fl:ja_ln:kothari-1,Jay Shantilal Kothari,IN
fl:ja_ln:kotoneva-1,Jari Kotoneva,FI
fl:ja_ln:kovacs-8,Jason R. Kovacs,US
fl:ja_ln:kovatch-1,Jaclynn Kovatch,US
fl:ja_ln:kovsky-1,Jack Rogers Kovsky,US
fl:ja_ln:kowch-1,James Kowch,CA
fl:ja_ln:kozloski-1,James R. Kozloski,US
fl:ja_ln:kraemer-2,James R. Kraemer,US
fl:ja_ln:kramer-15,Jared Kane Kramer,US
fl:ja_ln:krans-3,Jan Martijn Krans,NL
fl:ja_ln:krarup-1,Janus Krarup,DK
fl:ja_ln:kratzberg-1,Jarin Kratzberg,US
fl:ja_ln:kraus-2,Jan P. Kraus,US
fl:ja_ln:kreider-3,Jason L. Kreider,US
fl:ja_ln:kress-3,James Stephen Kress,US
fl:ja_ln:kriege-1,Jan Cornelis Kriege,NL
fl:ja_ln:krishna-1,Jai Krishna,IN
fl:ja_ln:kristensen-1,Jacob Hull Kristensen,DK
fl:ja_ln:krom-2,James Krom,US
fl:ja_ln:kruest-1,James Robert Kruest,US
fl:ja_ln:krutak-1,James J. Krutak,US
fl:ja_ln:krysztal-1,Javier Krysztal,US
fl:ja_ln:krzych-2,Jakub Krzych,US
fl:ja_ln:kshirsagar-1,Jayant Kshirsagar,US
fl:ja_ln:ku-34,Jaesung Ku,KR
fl:ja_ln:ku-9,Ja-Hum Ku,KR
fl:ja_ln:kucharski-2,Jason J. Kucharski,US
fl:ja_ln:kuck-1,Jay L. Kuck,US
fl:ja_ln:kuell-1,James P. Kuell,US
fl:ja_ln:kuffner-1,"James J. Kuffner, Jr.",US
fl:ja_ln:kuhn-1,Jan-Frederik KUHN,DE
fl:ja_ln:kuhn-2,Jay A. Kuhn,US
fl:ja_ln:kukulski-1,Jan Kukulski,PL
fl:ja_ln:kulagowski-5,Janusz Jozef Kulagowski,GB
fl:ja_ln:kulesza-1,Jakub Kulesza,US
fl:ja_ln:kulick-2,Jason M. Kulick,US
fl:ja_ln:kulkarni-4,Jaydeep P. Kulkarni,US
fl:ja_ln:kumar-2,Jaydev Ajit Kumar,US
fl:ja_ln:kumar-27,Jainendra Kumar,US
fl:ja_ln:kumar-32,Jay Kumar,US
fl:ja_ln:kumar-7,Jayant Kumar,US
fl:ja_ln:kumawat-1,Jaipal Singh Kumawat,IN
fl:ja_ln:kunecke-1,Jan-Erik Künecke,DE
fl:ja_ln:kunz-6,James R. Kunz,US
fl:ja_ln:kunz-8,James A. Kunz,US
fl:ja_ln:kuo-2,Jason S. Kuo,US
fl:ja_ln:kupper-2,Jan-Heiner Kupper,DE
fl:ja_ln:kurkela-1,Jaako Kurkela,FI
fl:ja_ln:kuypers-1,Jan H. Kuypers,DE
fl:ja_ln:kwak-1,Jae Eun Kwak,KR
fl:ja_ln:kwak-22,Jae O Kwak,KR
fl:ja_ln:kwon-40,Jae Young Kwon,KR
fl:ja_ln:kwon-56,Jae Doo Kwon,KR
fl:ja_ln:kwon-64,Jaewook Kwon,KR
fl:ja_ln:kwon-73,Jaejoong Kwon,KR
fl:ja_ln:kwon-8,Jae-Suk Kwon,KR
fl:ja_ln:laberge-1,Jason Laberge,US
fl:ja_ln:lacome-2,Jacques Lacome,FR
fl:ja_ln:lacourie-1,Jacques Lacourie,FR
fl:ja_ln:lacy-1,Janice Ann Lacy,US
fl:ja_ln:ladvanszky-1,János Ladvánszky,HU
fl:ja_ln:lafortune-1,James LaFortune,US
fl:ja_ln:lahood-1,James Robert LaHood,US
fl:ja_ln:laine-11,Jarkko Ilari Laine,FI
fl:ja_ln:laine-2,Jarmo Laine,FI
fl:ja_ln:lakatos-1,Janos I. Lakatos,US
fl:ja_ln:lam-3,Jane Lam,US
fl:ja_ln:lambert-17,James M. Lambert,US
fl:ja_ln:lambert-21,James L. Lambert,US
fl:ja_ln:lampela-1,Janne Lampela,AE
fl:ja_ln:lander-3,Javier Lander,ES
fl:ja_ln:landes-1,James W. Landes,US
fl:ja_ln:lang-1,Jakob C. Lang,DE
fl:ja_ln:langa-1,Jay Paul Langa,US
fl:ja_ln:langan-1,James Patrick LANGAN,US
fl:ja_ln:langford-3,"James W. Langford, Jr.",US
fl:ja_ln:langheier-1,Jason Langheier,US
fl:ja_ln:langille-1,Jamie Keith Langille,US
fl:ja_ln:langridge-2,James Ian Langridge,GB
fl:ja_ln:langsdorf-2,Jan Christian Langsdorf,DE
fl:ja_ln:lanier-2,Jaron Lanier,US
fl:ja_ln:larson-24,Jason Larson,US
fl:ja_ln:larson-3,Jacob H. Larson,US
fl:ja_ln:larson-6,James B. Larson,US
fl:ja_ln:larue-1,Jacob L. LaRue,US
fl:ja_ln:laske-2,"James William Laske, Jr.",US
fl:ja_ln:laski-1,James C. Laski,US
fl:ja_ln:lathrop-3,James A. Lathrop,US
fl:ja_ln:latto-1,James Latto,GB
fl:ja_ln:lau-20,James Lau,US
fl:ja_ln:lauderdale-1,James W. Lauderdale,US
fl:ja_ln:lawlis-1,James Martin Lawlis,US
fl:ja_ln:laws-1,James M. Laws,US
fl:ja_ln:lay-3,James Michael Lay,US
fl:ja_ln:leary-3,James J. Leary,US
fl:ja_ln:lecomte-1,Janvier Lecomte,FR
fl:ja_ln:lee-111,Jae Wook Lee,KR
fl:ja_ln:lee-112,Jae Won Lee,KR
fl:ja_ln:lee-114,Jae Woo Lee,KR
fl:ja_ln:lee-122,Janice C. Lee,US
fl:ja_ln:lee-168,Jae Hyun Lee,KR
fl:ja_ln:lee-170,Jae-Hyeok Lee,KR
fl:ja_ln:lee-171,Jae Hak Lee,KR
fl:ja_ln:lee-175,Jae Hong Lee,KR
fl:ja_ln:lee-178,Jae-Hoon Lee,KR
fl:ja_ln:lee-180,Jae-Han Lee,KR
fl:ja_ln:lee-209,Jae-Ki Lee,KR
fl:ja_ln:lee-211,Jae-Kyu Lee,KR
fl:ja_ln:lee-234,Jae Jin Lee,KR
fl:ja_ln:lee-299,James Lee,US
fl:ja_ln:lee-305,James S. W. Lee,US
fl:ja_ln:lee-315,James Lee,US
fl:ja_ln:lee-332,Janet S. Lee,US
fl:ja_ln:lee-357,Jason Lee,US
fl:ja_ln:lee-358,Jason Lee,US
fl:ja_ln:lee-360,Jason Lee,US
fl:ja_ln:lee-367,Jason S. Lee,US
fl:ja_ln:lee-375,Jae Sik Lee,US
fl:ja_ln:lee-379,Jae Sam Lee,KR
fl:ja_ln:lee-383,Jae Seung Lee,US
fl:ja_ln:lee-385,Jae Sung Lee,KR
fl:ja_ln:lee-387,Jae Sun Lee,KR
fl:ja_ln:lee-391,Jae-Suk Lee,KR
fl:ja_ln:lee-4,Jared Joseph Lee,US
fl:ja_ln:lee-415,Jang Yong Lee,KR
fl:ja_ln:lee-450,Jang-Hee Lee,KR
fl:ja_ln:lee-457,Jae Ik Lee,KR
fl:ja_ln:lee-458,Jae In Lee,KR
fl:ja_ln:lee-46,Jae-Young Lee,KR
fl:ja_ln:lee-465,Jae Ean LEE,KR
fl:ja_ln:lee-466,Jaeeun Lee,KR
fl:ja_ln:lee-467,Jae Eun Lee,KR
fl:ja_ln:lee-489,Jae Gon Lee,KR
fl:ja_ln:lee-493,Jae-Gab Lee,KR
fl:ja_ln:lee-520,Jaepil Lee,KR
fl:ja_ln:lee-565,Jae-Duk Lee,KR
fl:ja_ln:lee-566,Jae Don Lee,KR
fl:ja_ln:lee-573,Jaeik Lee,KR
fl:ja_ln:lee-6,Jared Ahmad Lee,US
fl:ja_ln:lee-626,Jaemin Lee,KR
fl:ja_ln:lee-630,Jaekwang Lee,KR
fl:ja_ln:lee-64,Jae Ryung Lee,KR
fl:ja_ln:lee-652,Jaeyoung Lee,KR
fl:ja_ln:lee-654,Jaehyung Lee,KR
fl:ja_ln:lee-669,Jae Ung Lee,KR
fl:ja_ln:lee-678,Jaekee Lee,KR
fl:ja_ln:lee-684,Jaeyong Lee,KR
fl:ja_ln:lee-690,Jaesung Lee,KR
fl:ja_ln:lee-696,Jae-Seob Lee,KR
fl:ja_ln:lee-723,Jang Sun Lee,KR
fl:ja_ln:lee-727,Jai-Yong Lee,KR
fl:ja_ln:lee-736,Jaeho Lee,KR
fl:ja_ln:lee-740,Jaehwa Lee,KR
fl:ja_ln:lee-741,Jangwon Lee,KR
fl:ja_ln:lee-749,Jaewook Lee,KR
fl:ja_ln:lee-755,Jaegi Lee,KR
fl:ja_ln:lee-756,Jayong Lee,KR
fl:ja_ln:lee-76,Jang Kun Lee,KR
fl:ja_ln:lee-770,Jaekul Lee,KR
fl:ja_ln:lee-787,Jaemyoung Lee,KR
fl:ja_ln:lee-793,Jaedon Lee,KR
fl:ja_ln:lee-804,Jaesoong Lee,KR
fl:ja_ln:lee-819,Jaeduk Lee,KR
fl:ja_ln:lee-825,Jai-Ho Lee,KR
fl:ja_ln:lee-831,Jaesoo Lee,KR
fl:ja_ln:lee-92,Jae-Moon Lee,KR
fl:ja_ln:lee-94,Jae Min Lee,KR
fl:ja_ln:lee-96,Jae-Myoung Lee,KR
fl:ja_ln:leedom-1,James Harvey Leedom,US
fl:ja_ln:leemhuis-1,James Richard Leemhuis,US
fl:ja_ln:lefebvre-5,Jacques Lefebvre,CA
fl:ja_ln:lefevre-4,Jason M. LeFevre,US
fl:ja_ln:lefevre-5,Jason M. LeFevre,US
fl:ja_ln:legault-1,Jacy Myles Legault,US
fl:ja_ln:lehane-1,James J. Lehane,US
fl:ja_ln:lehnhardt-1,Jan Lehnhardt,DE
fl:ja_ln:leibovici-1,Jacob Leibovici,US
fl:ja_ln:leijssen-1,Jacobus Josephus Leijssen,NL
fl:ja_ln:leita-1,Jayme Leita,US
